Phlpp,PH domain leucine-rich repeat protein phosphatase 1,regulation of JNK cascade,protein serine/threonine phosphatase activity,cell membrane
VP2498,ATP-dependent RNA helicase HrpB VP2498,,ATP binding,
gluconate dehydrogenase NGR_b01130,Gluconate dehydrogenase NGR_b01130,oxidation-reduction process,flavin adenine dinucleotide binding,
transmembrane protein,Rv1227c,,,membrane
EgrG_001164100,chaperone protein DnaJ,protein folding,heat shock protein binding,integral component of membrane
RGD1359435,zinc finger protein 6,biological process,molecular function,intracellular
methyl-accepting chemotaxis protein,Methyl-accepting chemotaxis protein VC0514,signal transduction,signaling receptor activity,integral component of membrane
LbrM29_V2.1530,LbrM29_V2.1530,response to drug,,
hemD,hemD,tetrapyrrole biosynthetic process,uroporphyrinogen-III synthase activity,
Lvtw-5,carbonate dehydratase II,positive regulation of dipeptide transmembrane transport,carbonate dehydratase activity,cytoplasm
EgrG_000452900,hypothetical protein,,,
VF_A0621,VF_A0621,,,
AL024221,out at first protein homolog,biological process,molecular function,extracellular exosome
ATP synthase subunit epsilon BBPR_1646,BBPR_1646,ATP synthesis coupled proton transport,"proton-transporting ATP synthase activity, rotational mechanism","proton-transporting ATP synthase complex, catalytic core F(1)"
phosphoglyceromutase,Phosphoglyceromutase MXAN_RS26810,Glycolysis,catalytic activity,
large subunit ribosomal protein L24,ECL_04686,protein biosynthesis,rRNA binding,ribosome
gll2797,gll2797,,"transferase activity, transferring glycosyl groups",
hypothetical protein,CT0061,,,integral component of membrane
Phosphopantetheine attachment site domain protein,Phosphopantetheine attachment site domain protein MAB_3576c,,transferase activity,
nudix hydrolase,nudix hydrolase    MSMEG_1268,,hydrolase activity,
SO_3421,Cytochrome b561 SO_3421,biological process,heme binding,integral component of membrane
MgtC/SapB family magnesium transport ATPase CD630_32700,MgtC/SapB family magnesium transport ATPase CD630_32700,,,integral component of membrane
csrA,RB7578,bacterial-type flagellum organization,RNA binding,cytosol
S-adenosylmethionine-dependent methyltransferase,Rv3399,methylation,methyltransferase activity,cytosol
"acetyl/propionyl-CoA carboxylase, alpha subunit","Acetyl/propionyl-CoA carboxylase, alpha subunit Bfae_21160",,ligase activity,
LmjF04.0940,"chaperone protein DnaJ, putative",,,mitochondrion
"-triphosphate deaminase KVU_0871""","""2","-deoxyribonucleotide metabolic process"", ""2",dCTP deaminase activity,
Uncharacterized protein,hypothetical protein,,,
hypothetical protein,Hypothetical protein SMc01671,,,
TcCLB.485683.10,"RNA-binding protein 42 (RNA-binding motif protein 42), putative",posttranscriptional regulation of gene expression,mRNA binding,cytoplasm
N-acylsphingosine amidohydrolase 2,asah2,,,
Negative Cofactor 2alpha,NC2alpha,RNA polymerase II transcriptional preinitiation complex assembly,protein heterodimerization activity,cell nucleus
phage-like protein,VP2135,,,
sensor histidine kinase,BPSS0813,peptidyl-histidine phosphorylation,ATP binding,intracellular
CC_1305,CC_1305,phosphorylation,transferase activity,integral component of membrane
ferric siderophore receptor PP_3155,Ferric siderophore receptor PP_3155,Signal transduction,signaling receptor activity,cell outer membrane
hypothetical protein,Hypothetical protein O3K_04695,,pyridoxal phosphate binding,
folylpolyglutamate synthase,Folylpolyglutamate synthase,brain development,metal ion binding,membrane
ANIA_04042,"C-22 sterol desaturase, putative",,,
hypothetical protein LA_1212,Hypothetical protein LA_1212,response to stress,,
Smp_245420,Smp_143030,ubiquitin-dependent protein catabolic process,ubiquitin protein ligase binding,cullin-RING ubiquitin ligase complex
BN112_1174,50S ribosomal protein L28 BN112_1174,protein biosynthesis,structural constituent of ribosome,intracellular
hypothetical protein CCNA_01049,CCNA_01049,,,
lon,Lon protease CPn0027,,,
phosphoribosyltransferase Taci_0772,Taci_0772,"regulation of transcription, DNA-templated","transferase activity, transferring glycosyl groups",
ECIAI39_1553,ECIAI39_1553,,,membrane
Dtur_1526,DNA topoisomerase I Dtur_1526,DNA topological change,DNA binding,chromosome
sodium:dicarboxylate symporter family protein BMAA1463,Sodium:dicarboxylate symporter family protein BMAA1463,L-glutamate transport,symporter activity,integral component of membrane
MXAN_RS32675,Tetratricopeptide repeat protein MXAN_RS32675,,,
BPSL1646,BPSL1646,oxidation-reduction process,monooxygenase activity,
hypothetical protein,FN0343,,,
bll7107 bll7107,bll7107,phosphorelay signal transduction system,phosphorelay sensor kinase activity,integral component of membrane
STY2060,STY2060,,,
Dmel\\CG6090,Ribosomal protein L34a Dmel_CG6090,cytoplasmic translation,myosin binding,ribosome
LacI-type transcriptional regulator,BL1613,"regulation of transcription, DNA-templated",DNA binding,
gll2680,gll2680,oxidation-reduction process,oxidoreductase activity,
Tb927.11.13110,"hypothetical protein, conserved",,,cytoplasm
SNS2,sodium channel protein type XI subunit alpha,ion transmembrane transport,sodium channel activity,axon
EgG_002019400,hypothetical protein,,,
lmo0632,PTS fructose transporter subunit IIC lmo0632,hydrogen ion transmembrane transport,carbohydrate:proton symporter activity,cell membrane
hypothetical protein CCNA_02937,Hypothetical protein CCNA_02937,,,integral component of membrane
LinJ.32.3490,LinJ32_V3.3490,,,mitochondrion
sugar ABC transporter ATP-binding protein,Sugar ABC transporter ATP-binding protein NGR_c34500,,ATP binding,
CIMG_03730.1,CIMG_03730-t26_2,,,
CIMG_03730.1,"hypothetical protein, hypothetical protein, variant",,,
CIMG_03730.1,CIMG_03730-t26_2,,,
CIMG_03730,CIMG_03730-t26_1,,,
EgG_002017800,hypothetical protein,,,
EAE_09290,EAE_09290,nicotinamide nucleotide metabolic process,metal ion binding,
protein export membrane protein SecG,secG,protein transport,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,membrane
GTPase BT9727_1765,BT9727_1765,,,
FN0994,Hypothetical protein FN0994,,,membrane
galactokinase SSUBM407_0319,galK,metabolism,galactokinase activity,cytoplasm
acyl-CoA dehydrogenase family protein,Acyl-CoA dehydrogenase family protein PP_2793,oxidation-reduction process,"oxidoreductase activity, acting on the CH-CH group of donors",
PSLT107,PSLT107,,DNA binding,
zinc finger protein 777,zinc finger protein 777,biological process,metal ion binding,cell nucleus
STM2898,EscC/YscC/HrcC family type III secretion system outer membrane ring protein STM2898,pathogenesis,identical protein binding,cell outer membrane
hypothetical protein HMPREF0351_12699,Hypothetical protein HMPREF0351_12699,,,
GILT-like protein C02D5.2,GILT-like protein C02D5.2,,,integral component of membrane
Smed_0375,Smed_0803,"transposition, DNA-mediated",DNA binding,
pyridoxal biosynthesis lyase PdxS,ML0450,metabolism,lyase activity,
LuxR response regulator receiver,Psyr_5088,phosphorelay signal transduction system,DNA binding,intracellular
S-formylglutathione hydrolase/S-lactoylglutathione hydrolase,S-formylglutathione hydrolase/S-lactoylglutathione hydrolase,,,
hypothetical protein FN1965,FN1965,,,
calmodulin 1b,CALMx3,regulation of catalytic activity,metal ion binding,cell nucleus
SPy_0997,Hyaluronidase - phage associated SPy_0997,,,
noz1,nocA related zinc finger 1,,,
YKR093W,YKR093W,tripeptide transport,transmembrane transporter activity,cell membrane
hypothetical protein,Hypothetical protein NRG857_04685,,,membrane
YTH N6-methyladenosine RNA binding protein 2,CLL-associated antigen KW-14,Cellular differentiation,protein binding,cell nucleus
polysaccharide biosynthesis-like protein,VPA1412,,,membrane
LmjF.23.0540,LmjF23.0540,,,nuclear lumen
VC0183,VC0183,DNA recombination,DNA binding,cellular component
O3K_11630,Hypothetical protein O3K_11630,,,
cytidine/deoxycytidylate deaminase CLC_0048,Cytidine/deoxycytidylate deaminase CBO0030,tRNA processing,metal ion binding,
Tc00.1047053510723.29,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative (fragment)",metabolism,1-acylglycerol-3-phosphate O-acyltransferase activity,integral component of membrane
GMC oxidoreductase subunit,Cj0415,oxidation-reduction process,flavin adenine dinucleotide binding,
TcCLB.503689.34,Tc00.1047053503689.34,posttranscriptional regulation of gene expression,,
LmxM.36.1420,LmxM36.1420,posttranscriptional regulation of gene expression,,
KPHS_02410,Sorbitol-6-phosphate 2-dehydrogenase KPHS_02410,oxidation-reduction process,oxidoreductase activity,
SC3A4.25c,RNA polymerase sigma factor SCO7099,"DNA-templated transcription, initiation",DNA-binding transcription factor activity,
ribosome biogenesis GTP-binding protein YsxC blr8099,engB,cell septum assembly,GTP binding,cytosol
hypothetical protein Smed_0042,Hypothetical protein Smed_0042,rRNA processing,endonuclease activity,cytoplasm
binding-protein-dependent transport system inner membrane protein,Mesci_3011,transmembrane transport,,cell membrane
membrane protein of unknown function DUF1145 SO_4588,SO_4588,biological process,molecular function,cellular component
hypothetical protein BN117_3233,BN117_3233,,catalytic activity,
Arpc4,actin-related protein 2/3 complex subunit 4,biological process,actin binding,cytoplasm
hypothetical protein,LBA1714,,,
Cep43,FGFR1 oncogene partner,cell projection organization,protein homodimerization activity,cell projection
rarA,BDGL_002896,DNA replication,DNA binding,
3-isopropylmalate dehydratase small subunit BN112_4317,BN112_4317,Metabolism,lyase activity,
mphosph10,mphosph10,ribosome biogenesis,,cell nucleus
MXF1_RS0118860,MXF1_RS0118860,,,
wu:fj41a01,sft2d3,protein transport,,integral component of membrane
hypothetical protein MXAN_RS19550,MXAN_4021,,,
Tc00.1047053507667.11,"GPI ethanolamine phosphate transferase 3, putative (fragment)",,,nuclear lumen
hypothetical protein lp_1877,Hypothetical protein lp_1877,,,
", ""cyclic 3","-adenosine monophosphate phosphodiesterase YE3662""",,", ""3",
forkhead box A2,TCF-3B,primitive streak formation,transcription factor binding,cytoplasm
transcriptional regulator LSEI_0316,LSEI_0316,"regulation of transcription, DNA-templated",DNA binding,
two-component system sensor protein SRU_2725,Two-component system sensor protein SRU_2725,signal transduction by protein phosphorylation,phosphorelay sensor kinase activity,integral component of membrane
CG18437,unc80-PF,cation homeostasis,cation channel activity,cation channel complex
asparate kinase,THEYE_A1522,cellular amino acid biosynthetic process,aspartate kinase activity,cytosol
adenine phosphoribosyltransferase APT2,adenine phosphoribosyltransferase APT2,purine ribonucleoside salvage,adenine phosphoribosyltransferase activity,cytoplasm
processive endoglucanase CA_C0911,CA_C0911,cellulose catabolic process,catalytic activity,
RB8890,RB8890,,,
"D-ala-D-ala dipeptidase, Zn-dependent",ddpX,cell wall organization,peptidase activity,cell wall
CLC_0931,CBO0878,oxidation-reduction process,oxidoreductase activity,
MXF1_RS0114675,MXF1_RS0114675,,,
uroporphyrin-III C-methyltransferase,Uroporphyrin-III C-methyltransferase BT9727_0032,metabolism,"-O-)-methyltransferase activity"",",cytoplasm
hypothetical protein ECUMN_4680,Hypothetical protein ECUMN_4680,,,
PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase,BDGL_001830,phosphorelay signal transduction system,phosphorelay sensor kinase activity,integral component of membrane
JW3862,b3891,,,
stearoyl CoA 9-desaturase,Stearoyl CoA 9-desaturase lpg0249,oxidation-reduction process,stearoyl-CoA 9-desaturase activity,membrane
SIX homeobox 6a,homeobox protein SIX6,,,
MSMEG_3454,Hypothetical protein MSMEG_3454,,,
BAS1310,Ketol-acid reductoisomerase BAS1310,,,
LmjF32.3710,LmjF32.3710,,,nucleolus
perosamine synthetase,Perosamine synthetase CCNA_01064,,catalytic activity,
BN112_0827,BN112_0827,glycerol ether metabolic process,protein disulfide oxidoreductase activity,
KIT proto-oncogene receptor tyrosine kinase,c-Kit protooncogene,positive regulation of cell migration,transmembrane receptor protein tyrosine kinase activity,Cell membrane
NCgl2993,50S ribosomal protein L34 NCgl2993,protein biosynthesis,structural constituent of ribosome,ribosome
RGD1310402,C-terminal tensin-like,apoptotic process,actin binding,cytoplasm
LA_2816,Hypothetical protein LA_2816,,,
hypothetical protein YE1806,YE1806,,,
molybdenum ABC transporter permease,Molybdenum ABC transporter permease BC0220,molybdate ion transport,molybdate ion transmembrane transporter activity,integral component of membrane
CLC_3454,PIN/TRAM domain protein CBO3505,,,
hypothetical protein VP2070,VP2070,,,
hypothetical protein ML2616,ML2616,,DNA binding,
cbb3-type cytochrome c oxidase subunit II SMa0766,fixO2,Electron transport chain,heme binding,integral component of membrane
IS3 family transposase OrfA SAG1241,SAG1241,"transposition, DNA-mediated",DNA binding,
CCNA_01595,Hypothetical protein CCNA_01595,,,membrane
KVU_1926,Flagellar FlaF family protein KVU_1926,bacterial-type flagellum organization,,
hypothetical protein TM0859,TM0859,,,integral component of membrane
hypothetical protein,TM0859,,,
TM0859,Hypothetical protein TM0859,,,
hypothetical protein,TM0859,protein transport,,cell membrane
hemA,Glutamyl-tRNA reductase Cj0542,protoporphyrinogen IX biosynthetic process,NADP binding,
Surfeit locus protein 4 homolog,Surfeit locus protein 4 homolog,positive regulation of cellular protein catabolic process,,endoplasmic reticulum-Golgi intermediate compartment
blr2823 blr2823,blr2823,,,
LGCR,zinc finger transcription factor Trps1,"transcription, DNA-templated",metal ion binding,macromolecular complex
glutamine synthetase,Glutamine synthetase BPSL2336,glutamine biosynthetic process,glutamate-ammonia ligase activity,
KPHS_52610,Hypothetical protein KPHS_52610,potassium ion transport,cation transmembrane transporter activity,Cell membrane
Tc00.1047053506565.8,Tc00.1047053508145.30,RNA processing,RNA binding,cytoplasm
EAE_12410,Hypothetical protein EAE_12410,,"transferase activity, transferring glycosyl groups",
Gig1,zinc finger protein 704,regulation of transcription from RNA polymerase II promoter,metal ion binding,cell nucleus
hypothetical protein BT9727_3506,BT9727_3506,,,
L-alpha-hydroxyglutaric acid gamma-lactonase,L-alpha-hydroxyglutaric acid gamma-lactonase PP_2021,,,
Nip,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein,protein O-linked mannosylation,protein homodimerization activity,cytosol
hypothetical protein DR_A0110,Hypothetical protein DR_A0110,,,
ECUMN_3733,ECUMN_3733,protein methylation,methyltransferase activity,cytoplasm
PAS-family sensor histidine kinase,PAS-family sensor histidine kinase CCNA_03675,peptidyl-histidine phosphorylation,transferase activity,intracellular
lp_0192,"Tyrosine-related transport protein, NHAC family lp_0192",transmembrane transport,antiporter activity,integral component of membrane
magnesium chelatase family protein AMED_1968,comM,,,
BT_2972,Hypothetical protein BT_2972,methylation,methyltransferase activity,cytoplasm
PNEJI1_1207,unspecified product,,,
putative cytoplasmic protein STM2682,Putative cytoplasmic protein STM2682,,,
STM0078,Ferredoxin family protein STM0078,oxidation-reduction process,"4 iron, 4 sulfur cluster binding",
PNEJI1_1039,unspecified product,,,
PKH_060900,PK10_2530w,,macromolecular complex binding,cytoplasm
signal peptide protein SMc00070,SMc00070,,,
his-27,his-17,nucleosome assembly,nucleosomal DNA binding,nucleosome
PCHAS_071990,PC301454.00.0,,ATP binding,
arsR,arsR,"regulation of transcription, DNA-templated",DNA binding,intracellular
EgrG_000331600,heat shock protein kDa,,nucleotide binding,
CMT2E,Nefl,neurofilament cytoskeleton organization,"protein binding, bridging",presynaptic intermediate filament cytoskeleton
two component response regulator Atu4712,Two component response regulator Atu4712,"transcription, DNA-templated",DNA binding,intracellular
terminal uridylyl transferase 7,Zcchc6,miRNA metabolic process,miRNA binding,cellular component
Zfp410,Zfp410,biological process,nucleic acid binding,cell nucleus
ABC transporter ATP-binding protein PP_3735,PP_3735,,nucleotide binding,
hypothetical protein,CC_1567,,,
solute carrier family 7 member 14b,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14b",transmembrane transport,transmembrane transporter activity,integral component of membrane
hscC,hscC,,nucleotide binding,
Caur_2446,Caur_2446,,nucleic acid binding,
olfr2.7,odorant receptor 111-4,signal transduction,transmembrane signaling receptor activity,Cell membrane
BA_1235,Hypothetical protein BA_1235,,,
EgrG_001054400,basigin,,,integral component of membrane
EgG_000757650,EgrG_000757650.1,,,
plasmid stabilization protein SDY_2258,SDY_2258,,,
CELE_F59E12.2,zyg-1,cell cycle,ATP binding,microtubule organizing center
CYB5,CYB5A,electron transport chain,cytochrome-c oxidase activity,cytoplasm
cpr-2,Cysteine PRotease related CELE_F36D3.9,proteolysis involved in cellular protein catabolic process,cysteine-type peptidase activity,extracellular
hyaluronan and proteoglycan link protein 4,brain link protein 2,central nervous system development,hyaluronic acid binding,extracellular region
NOT5,PK10_0420c,"regulation of transcription, DNA-templated",,cell nucleus
blr7959,transporter,transmembrane transport,transmembrane transporter activity,cell membrane
PVX_100720,"tetQ family GTPase, putative",,GTPase activity,
hypothetical protein FTT_0887c,Hypothetical protein FTT_0887c,,,
rrf2 family protein,CBO0284,,,
hisG,ATP phosphoribosyltransferase catalytic subunit DR_1445,cellular amino acid biosynthetic process,"transferase activity, transferring glycosyl groups",cytoplasm
hypothetical protein Smed_5982,Smed_5982,,,
BBPR_0032,PTS system ascorbate-specific transporter subunit IIC BBPR_0032,phosphoenolpyruvate-dependent sugar phosphotransferase system,,integral component of membrane
MXF1_RS0128880,MXF1_RS0128880,,,
iron-enterobactin transporter ATP-binding protein ECL_03113,ECL_03113,,ATPase activity,
hypothetical protein,Hypothetical protein SMU_1116c,,,membrane
BMA2460,Allantoicase BMA2460,purine nucleobase metabolic process,hydrolase activity,
hypothetical protein,hypothetical protein,,,
NGO1908,Pilus retraction protein PilT NGO1908,transport,ATP binding,
lpg0704,enhA,,transferase activity,
id:ibd5134,foxj1a,,,
ryfB,shoB,,,
vancomycin-resistant virulence factor,Vancomycin-resistant virulence factor HMPREF0351_12844,,,
preprotein translocase subunit SecG,Preprotein translocase subunit SecG MXAN_RS13660,protein secretion,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,cell membrane
hypothetical protein SE0835,SE0835,toxin biosynthetic process,,integral component of membrane
BDGL_000623,"ABC nitrate/sulfonate/bicarbonate family transporter, inner membrane subunit BDGL_000623",transmembrane transport,,integral component of membrane
hypothetical protein,Hypothetical protein BDGL_001407,,,integral component of membrane
human TFG related,PB1 domain-containing protein,ER to Golgi vesicle-mediated transport,protein binding,endoplasmic reticulum exit site
hypothetical protein,Psyr_0864,,,
major facilitator superfamily transporter AMED_2535,Major facilitator superfamily transporter AMED_2535,transmembrane transport,,membrane
hypothetical protein SF4344,Hypothetical protein SF4344,,,
AtsA/ElaC family protein,AtsA/ElaC family protein SAOUHSC_01598,", ""tRNA 3","-phosphomonoesters"", ""endoribonuclease activity, producing 5",
oppF,Oligopeptide transporter ATP-binding protein YE2229,peptide transport,ATPase activity,
LinJ.26.0010,"Lsm7p protein, putative",RNA metabolic process,,P-body
BB253_4462,Dipeptidase BN112_4462,proteolysis,dipeptidase activity,
"ISTde1, transposase TDE0039",TDE2033,DNA integration,DNA binding,
uraA,uraA,,,
F58H1.5,F58H1.5,,,membrane
hslU,hslU,protein unfolding,peptidase activity,HslUV protease complex
EgrG_000829000,hypothetical protein,,,integral component of membrane
CELE_Y41D4B.12,Probable histone-lysine N-methyltransferase set-23,chromatin organization,metal ion binding,cell nucleus
glnA,glnA,nitrogen fixation,ligase activity,cytoplasm
short-chain dehydrogenase/reductase SDR ECL_04866,Short-chain dehydrogenase/reductase SDR ECL_04866,,,
glutamine synthase,Glutamine synthase DR_2033,nitrogen compound metabolic process,glutamate-ammonia ligase activity,
DPPI,dipeptidyl transferase,positive regulation of microglial cell activation,peptidase activity,lysosome
oxysterol binding protein-like 11,Oxysterol binding protein-like 11,positive regulation of sequestering of triglyceride,sterol transporter activity,cytosol
Uncharacterized protein,Hypothetical protein CELE_F36A4.4,,,
NCgl2985,Thioredoxin NCgl2985,oxidation-reduction process,protein disulfide oxidoreductase activity,
ECs0800,Pectinesterase ECs0800,,,
thiamine biosynthesis protein BN112_3113,BN112_3113,thiamine diphosphate biosynthetic process,carbon-carbon lyase activity,
uvrD,uvrD,DNA duplex unwinding,helicase activity,
"putative superoxide dismutase, iron",KPHS_43770,,,
BA_2278,BA_2278,,,
Moth_1345,Amino acid permease Moth_1345,transmembrane transport,transmembrane transporter activity,membrane
phosphocarrier protein HPr,Phosphocarrier protein HPr FN1794,phosphoenolpyruvate-dependent sugar phosphotransferase system,protein serine/threonine kinase activity,cytoplasm
DNA repair protein RadA CCNA_01732,CCNA_01732,DNA repair,nucleotide binding,
EgrG_001130100,EgrG_001130100.1,,,
LysR family transcriptional regulator lp_1685,lp_1685,"regulation of transcription, DNA-templated",DNA binding,
Tc00.1047053506679.210,"RNA editing complex protein MP61, putative",mRNA modification,ribonuclease III activity,mitochondrial mRNA editing complex
hypothetical protein,Hypothetical protein LSL_0778,,,
"family with sequence similarity 120, member C",Fam120c,biological process,RNA binding,cell nucleus
BT9727_4311,nrdR,"regulation of transcription, DNA-templated",nucleotide binding,
Dxs protein BU464,BU464,metabolism,1-deoxy-D-xylulose-5-phosphate synthase activity,
O3K_22870,Fumarate reductase subunit C O3K_22870,,,cell membrane
NGR_c08410,NGR_c08410,,,
pyruvate phosphate dikinase PEP/pyruvate binding subunit DVU0246,DVU0246,phosphorylation,ATP binding,
transposase ECs1209,ECs1089,,,
hypothetical protein PA2860,Hypothetical protein PA2860,,,
DR_0027,TRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA DR_0027,tRNA methylation,flavin adenine dinucleotide binding,cytoplasm
short-chain dehydrogenase,HMPREF0351_10126,oxidation-reduction process,oxidoreductase activity,
BA_0884,csaB,,,
"butyrophilin, subfamily 2, member A2",butyrophilin 2,negative regulation of T cell receptor signaling pathway,receptor binding,integral component of membrane
DR_2096,DR_2096,signal peptide processing,peptidase activity,integral component of membrane
hypothetical protein SDY_1487,Hypothetical protein SDY_1487,carbohydrate metabolic process,carbohydrate binding,
PNEJI1_002201,unspecified product,,,
SSA_1549,SSA_1549,,,integral component of membrane
"molecular chaperone, DnaJ family",Atu0758,protein folding,unfolded protein binding,
LinJ14_V3.0160,"hypothetical protein, conserved",,,cell nucleus
YE2608,Sugar transport system ATP-binding protein YE2608,carbohydrate transport,ATPase activity,
transcriptional regulator,transcriptional regulator,,DNA binding,
Caur_3119,Prevent-host-death family protein Caur_3119,,,
GABRQ,GABA(A) receptor subunit theta,nervous system process,ion channel activity,cell membrane
hypothetical protein VF_2003,Hypothetical protein VF_2003,,,
BB253_0343,LysR family transcriptional regulator BN112_0343,"transcription, DNA-templated",DNA binding,
CELE_R12E2.4,Innexin-17,biological process,gap junction hemi-channel activity,Cell membrane
TcCLB.510311.130,Tc00.1047053510311.130,DNA repair,DNA helicase activity,nucleoplasm
hypothetical protein,XCC3430,,,integral component of membrane
V1ri3,vomeronasal 1 receptor 198,signal transduction,signal transducer activity,cell membrane
putative RNA methyltransferase,Putative RNA methyltransferase NRG857_22270,tRNA processing,methyltransferase activity,cytoplasm
BSU28190,engB,cell division,GTP binding,cytosol
anthranilate synthase component II L0053,L0053,metabolism,anthranilate synthase activity,
Smed_1498,Phosphoribosylaminoimidazolesuccinocarboxamide synthase Smed_1498,Cobalamin biosynthesis,ligase activity,
Smed_5538,2-nitropropane dioxygenase NPD Smed_5538,oxidation-reduction process,nitronate monooxygenase activity,
BC5283,Stage II sporulation protein Q BC5283,,,integral component of membrane
YE4158,YE4158,transmembrane transport,,membrane
sterile alpha motif domain containing 7,SAM domain-containing protein 7,negative regulation of gene expression,,cytoplasm
