phosphoribosylformylglycinamidine synthase I,Phosphoribosylformylglycinamidine synthase I BC0328,"IMP biosynthetic process"",",glutaminase activity,cytoplasm
protein of unknown function DUF2358,SO_3383,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,
two-component sensor,PA4036,peptidyl-histidine phosphorylation,histidine phosphotransfer kinase activity,integral component of plasma membrane
LbrM.06.0120,LbrM06_V2.0120,,,ciliary plasm
Tmem109,Transmembrane protein 109,biological process,molecular function,nuclear outer membrane
pyruvate dehydrogenase (acetyl-transferring),Mesci_1463,Metabolism,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",
NRG857_19445,"Formate dehydrogenase-O, large subunit NRG857_19445",oxidation-reduction process,metal ion binding,
PP_2659,PP_2659,phosphate ion transmembrane transport,ATPase-coupled phosphate ion transmembrane transporter activity,cell membrane
PVP01_0600700,VIR protein,,,
flgK,flgK,bacterial-type flagellum assembly,structural molecule activity,bacterial-type flagellum hook
STY2743,STY2743,,,
phage infection protein SAOUHSC_02978,Phage infection protein SAOUHSC_02978,fusion of virus membrane with host plasma membrane,host cell surface receptor binding,membrane
ytcQ,ytcQ,,,cell membrane
"solute carrier family 2, facilitated glucose transporter member 3-like",Slc2a3,glucose import,xylose binding,Cell membrane
DNA methylase BN112_3110,BN112_3110,methylation,methyltransferase activity,
coiled-coil domain containing 51,Coiled-coil domain containing 51,,,membrane
phage protein CBO1687,CBO1687,,,
SCP-Like extracellular protein,SCP-Like extracellular protein CELE_F49E11.9,response to heat,,extracellular
JW0397,yajC,,,
LSEI_2892,Hypothetical protein LSEI_2892,,,membrane
hypothetical protein NGR_c16560,NGR_c16560,,,
LbrM22_V2.1460,"60S ribosomal protein L14, putative",,,nucleolus
Psyr_5137,rpmH,protein biosynthesis,structural constituent of ribosome,ribosome
Bfae_03700,Bfae_03700,nitrogen compound transport,transmembrane transporter activity,Cell membrane
PKH_113200,"mitochondrial import receptor subunit TOM40, putative",protein import into mitochondrial matrix,protein transmembrane transporter activity,mitochondrial outer membrane translocase complex
NTHL1,"endonuclease III-like protein 1, putative",base-excision repair,catalysis,
Acss3,"acyl-CoA synthetase short-chain family member 3, mitochondrial",,,
Mesci_4582,Lysyl-tRNA synthetase-like protein GenX Mesci_4582,tRNA aminoacylation for protein translation,ligase activity,cytoplasm
HI1544,HI1544,electron transport chain,oxidoreductase activity,cytosol
recC,ECs3679,,,
nrdF,nrdF,deoxyribonucleotide biosynthetic process,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",membrane
putative RNA polymerase sigma-70 factor,Atu0474,"regulation of transcription, DNA-templated",sigma factor activity,
transcriptional regulator LysR family SO_0839,Transcriptional regulator LysR family SO_0839,"regulation of transcription, DNA-templated",DNA binding,
hypothetical protein Psyr_1859,Hypothetical protein Psyr_1859,,,
SRU_2858,SRU_2858,,peptidoglycan binding,integral component of membrane
glycine dehydrogenase (aminomethyl-transferring),Glycine dehydrogenase (aminomethyl-transferring) MXF1_RS0130110,,,
MATE efflux family protein,SRU_2291,transmembrane transport,xenobiotic transporter activity,integral component of membrane
intA,SO_1471,DNA integration,DNA binding,
hypothetical protein,Hypothetical protein DR_1460,,,
PhoH family protein,CT1259,,ATP binding,
phosphatidate cytidylyltransferase VP2313,Phosphatidate cytidylyltransferase VP2313,CDP-diacylglycerol biosynthetic process,nucleotidyltransferase activity,integral component of membrane
TcCLB.510575.200,"chaperone DNAJ protein, putative",protein folding,unfolded protein binding,cellular component
resolvase,CP0002,,,
sensor kinase protein BN112_3879,BN112_3879,phosphorylation,"transferase activity, transferring phosphorus-containing groups",membrane
oligopeptide transport ATP-binding protein OppD AHA_3429,Oligopeptide transport ATP-binding protein OppD AHA_3429,peptide transport,ATPase activity,
lactose transport regulator LSEI_0681,LSEI_0681,"regulation of transcription, DNA-templated",DNA binding,intracellular
hypothetical protein Caur_1340,Hypothetical protein Caur_1340,aerobic respiration,"4 iron, 4 sulfur cluster binding",
ApiAT4,"apicomplexan amino acid transporter ApiAT4, putative",,,integral component of membrane
chemotaxis sensory transducer protein,Rru_A0262,signal transduction,transmembrane signaling receptor activity,membrane
rpe,rpe,pentose phosphate pathway,catalytic activity,
MSMEG_6723,MSMEG_6723,,,
transcriptional regulator Bfae_29000,Transcriptional regulator Bfae_29000,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,intracellular
BT9727_0762,Amino acid ABC transporter ATP-binding protein BT9727_0762,amino acid transmembrane transport,amino acid-transporting ATPase activity,
ECL_02300,ECL_02300,purine ribonucleoside monophosphate biosynthetic process,hydrolase activity,
NADH-quinone oxidoreductase subunit j,THEYE_A1120,oxidation-reduction process,NADH dehydrogenase (ubiquinone) activity,cell membrane
Smed_6344,Smed_6344,RNA-dependent DNA biosynthetic process,RNA-directed DNA polymerase activity,
EmuJ_000654500,EmuJ_000654500.1,proteolysis,hydrolase activity,
hypothetical protein,RSP_7519,,,
3-isopropylmalate dehydratase small subunit RB12658,RB12658,metabolism,3-isopropylmalate dehydratase activity,3-isopropylmalate dehydratase complex
Tc00.1047053507991.70,"Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative",,,cytoplasm
xanthine/uracil permease CLC_3115,CBO3205,,,
aq_1171a,fdx2,oxidation-reduction process,metal ion binding,
ISSod1 transposase TnpA_ISSod1,SO_2314,DNA integration,DNA binding,
ABC transporter ATP-binding protein XCC0773,ABC transporter ATP-binding protein XCC0773,,nucleotide binding,
lipoprotein,Lipoprotein YnbE b1382,,,
hypothetical protein MXAN_RS24125,Hypothetical protein MXAN_RS24125,,,
ERE1,Diphthamide synthase YBR246W,endocytic recycling,hydrolase activity,cytoplasm
BAS4111,BAS4111,,,
adenosylhomocysteinase Caur_3021,Caur_3021,one-carbon metabolic process,adenosylhomocysteinase activity,cytosol
biotin biosynthesis protein YPO0129,BIOH,,,
YPO0129,biotin biosynthesis protein    YPO0129,,,
biotin biosynthesis protein,biotin biosynthesis protein    YPO0129,,,
biotin biosynthesis protein YPO0129,Biotin biosynthesis protein YPO0129,biotin biosynthetic process,,cytoplasm
Inward rectifier potassium channel Irk,Inward rectifier potassium channel Irk FP1989,potassium ion transmembrane transport,inward rectifier potassium channel activity,membrane
sulfatase MXAN_RS16750,MXAN_RS16750,,,
TcCLB.511729.30,Tc00.1047053511729.30,,,mitochondrion
RSP_0401,Flp pilus assembly protein TadG RSP_0401,,,integral component of membrane
SSA_0398,Hypothetical protein SSA_0398,,,membrane
GET1,Tryptophan-rich basic protein,tail-anchored membrane protein insertion into ER membrane,,endoplasmic reticulum
GPI inositol-deacylase,hypothetical protein,GPI anchor metabolic process,phosphatidylinositol deacylase activity,endoplasmic reticulum
BA2616,Hypothetical protein BA_2616,,,
BN117_3617,BN117_3617,,,
TraD BF0126,TraD BF0126,,,membrane
lpoB,lpoB,,,
hypothetical protein YE1960,Hypothetical protein YE1960,,,integral component of membrane
LmjF.13.1000,LmjF13.1000,,,nucleolus
FliA/WhiG subfamily RNA polymerase sigma-28 subunit Taci_1297,FliA/WhiG subfamily RNA polymerase sigma-28 subunit Taci_1297,"regulation of DNA-templated transcription, initiation",sigma factor activity,
DNA methyltransferase,ada,DNA dealkylation involved in DNA repair,catalytic activity,
pabB,pabB,,,
LmjF21.0480,"hypothetical protein, conserved",,,cytoplasm
EgG_001132400,EgrG_001132400.1,cell adhesion,,
hypothetical protein SMa1572,SMa1572,,,integral component of membrane
peptidase T SAG1389,SAG1389,peptide catabolic process,peptidase activity,cytoplasm
putative acyl-CoA synthetase YahF b0320,yahF,,,
Caur_2537,Caur_2537,thiamine biosynthetic process,,
LSEI_0920,Xre-like DNA-binding protein LSEI_0920,,DNA binding,membrane
PSPTO3355,PSPTO_3355,response to stress,nucleic acid binding,cytoplasm
SO_1313,SO_1313,biological process,transferase activity,cellular component
1-acyl-SN-glycerol-3-phosphate acyltransferase NGO0611,NGO0611,Metabolism,"transferase activity, transferring acyl groups",membrane
BPSL1489,Hypothetical protein BPSL1489,drug transmembrane transport,xenobiotic transporter activity,integral component of membrane
hypothetical protein BC1983,BC1983,,,
Y37E11B.10,hypothetical protein,,,
4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase SMc00502,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase SMc00502,methylation,methyltransferase activity,
LbrM.01.0130,LbrM01_V2.0130,,,ciliary plasm
STM0968,ycaD,transmembrane transport,transporter activity,cell membrane
putative mannosyl-3-phosphoglycerate phosphatase b1955,yedP,,,
Mesci_4686,Response regulator receiver Mesci_4686,"regulation of transcription, DNA-templated",DNA binding,intracellular
ribosomal protein L38,Rpl38,protein biosynthesis,structural constituent of ribosome,ribosome
Tc00.1047053507519.110,"60S ribosomal protein L7, putative",ribosome biogenesis,structural constituent of ribosome,ribosome
bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,argJ,metabolism,transferase activity,cytoplasm
Dmel_CG31730,CG31730,N-terminal peptidyl-methionine acetylation,"transferase activity, transferring acyl groups",NatB complex
glycosyltransferase BN112_2559,BN112_2559,,transferase activity,integral component of membrane
aq_1503,Hypothetical protein aq_1503,potassium ion transport,cation transmembrane transporter activity,
progressive external ophthalmoplegia 1,"twinkle protein, mitochondrial",DNA replication,DNA helicase activity,cellular component
major outer membrane protein lpg0617,Major outer membrane protein lpg0617,,,
EgrG_001038300,EgrG_001038300.1,,,
CA_C0405,CA_C0405,,,integral component of membrane
precorrin-2 C20-methyltransferase STY2228,STY2228,,,
TcCLB.508273.70,"hypothetical protein, conserved",,,nucleoplasm
hypothetical protein,BA_2233,,,
hypothetical protein HMPREF0351_10324,Hypothetical protein HMPREF0351_10324,,,integral component of membrane
flhB,PP_4352,bacterial-type flagellum assembly,,membrane
twin-arginine translocation protein TatB Rru_A1772,Twin-arginine translocation protein TatB Rru_A1772,protein transport by the Tat complex,protein transmembrane transporter activity,Cell membrane
FTT_1372,FTT_1372,lipid metabolism,"transferase activity, transferring acyl groups other than amino-acyl groups",cytoplasm
plsX,glycerol-3-phosphate acyltransferase PlsX    FTT_1372,,,
glycerol-3-phosphate acyltransferase PlsX FTT_1372,Glycerol-3-phosphate acyltransferase PlsX FTT_1372,,,
glycerol-3-phosphate acyltransferase PlsX FTT_1372,PLSX,lipid metabolism,"transferase activity, transferring acyl groups other than amino-acyl groups",cytoplasm
NADP-dependent alcohol dehydrogenase,Rv3045,oxidation-reduction process,,
metallo-beta-lactamase superfamily hydrolase,BT9727_3719,RNA processing,nuclease activity,cytoplasm
JW1625,nth,,,
foldase lmo2219,lmo2219,protein peptidyl-prolyl isomerization,peptidyl-prolyl cis-trans isomerase activity,cell membrane
L137446,L137446,teichoic acid transport,ATPase activity,Cell membrane
N-acetylglucosamine-6-phosphate deacetylase,Dtur_0223,carbohydrate metabolic process,hydrolase activity,
FecR protein Psyr_4730,FecR protein Psyr_4730,,,integral component of membrane
SC5F1.22c,Regulatory protein SCO7568,,,
sensor histidine kinase SAG1017,Sensor histidine kinase SAG1017,phosphorylation,kinase activity,integral component of membrane
SDH4,Tc00.1047053507049.190,,,cytoplasm
LmxM.36.1540,"engulfment and cell motility domain 2, putative",,,cytoplasm
thiE,thiE,thiamine biosynthetic process,transferase activity,cytoplasm
PF3D7_0823200,MAL8P1.40,,mRNA binding,cell nucleus
O3K_01970,Transcriptional regulator MalT O3K_01970,carbohydrate metabolic process,DNA binding,
MRP1,"ABC transporter C family member 1, putative",transmembrane transport,ATP binding,integral component of membrane
hypothetical protein SAG1203,Hypothetical protein SAG1203,tRNA methylation,tRNA (adenine-N1-)-methyltransferase activity,
butyrylcholinesterase,BCHE,learning,carboxylic ester hydrolase activity,blood microparticle
soluble liver antigen,Sep-tRNA:Sec-tRNA synthase,selenocysteine incorporation,phosphoseryl-selenocysteinyl-tRNA selenium transferase activity,cell nucleus
LmxM31.3330,"hypothetical protein, conserved",,,cytoplasm
peptidyl-prolyl cis-trans isomerase FklB PA4572,PA4572,protein folding,peptidyl-prolyl cis-trans isomerase activity,cytoplasm
hypothetical protein,BPSL0050,,,
transmembrane anti-sigma factor AMED_2732,Transmembrane anti-sigma factor AMED_2732,,,membrane
glucose-1-phosphate cytidylyltransferase VF_0182,ddhA,biosynthetic process,nucleotidyltransferase activity,
Serinc2,Serinc2,sphingolipid metabolic process,L-serine transmembrane transporter activity,cell membrane
G_PROTEIN_RECEP_F1_2 domain-containing protein;Putative G-protein coupled receptor F59B2.13,Putative G-protein coupled receptor F59B2.13;hypothetical protein,signal transduction,G-protein coupled peptide receptor activity,membrane
EAE_21860,Hypothetical protein EAE_21860,,,
LMKB,limkain-b1,double-strand break repair,RNA binding,intracellular membrane-bounded organelle
CG7137,uncharacterized protein,regulation of transcription by glucose,transferase activity,nucleolus
RNA polymerase subunit sigma-24,MXAN_5731,"regulation of transcription, DNA-templated",sigma factor activity,
PTS system transporter,PTS system transporter SAOUHSC_00158,phosphoenolpyruvate-dependent sugar phosphotransferase system,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,cell membrane
SC2H12.05,SCO7206,,,integral component of membrane
2410043I01Rik,2510002D24Rik,biological process,molecular function,cellular component
CELE_C10A4.6,Uncharacterized protein CELE_C10A4.6,,,integral component of membrane
glgX,RB9292,metabolism,"hydrolase activity, acting on glycosyl bonds",
BSU06940,BSU06940,,,cell membrane
pBK1,Ribosomal L1 domain containing 1,regulation of apoptotic process,"-UTR binding"", ""mRNA 3",cytosolic large ribosomal subunit
AA792890,"Zinc finger, CCHC domain containing 14",biological process,metal ion binding,cellular component
HMPREF0351_11327,HMPREF0351_11327,methylation,methyltransferase activity,
translational GTPase TypA,Translational GTPase TypA MXF1_RS0118185,,,
Cog8,component of oligomeric golgi complex 8,protein transport,molecular function,Golgi apparatus
hypothetical protein,BL1311,,,
LSEI_2278,NAD-dependent aldehyde dehydrogenase LSEI_2278,metabolism,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",
CKb9,Small-inducible cytokine A21a,T cell costimulation,chemokine receptor binding,extracellular
"TBC1 domain family, member 20",Tbc1d20,acrosome assembly,Rab GTPase binding,endoplasmic reticulum membrane
hypothetical protein,Hypothetical protein AMED_4090,,,
Protein of unknown function precursor FP0689,FP0689,,,
MSMEG_2042,MSMEG_2042,,transferase activity,
RhtB family transporter Atu0879,RhtB family transporter Atu0879,amino acid transport,,cell membrane
prolyl oligopeptidase XCC3320,Prolyl oligopeptidase XCC3320,proteolysis,serine-type peptidase activity,
TcCLB.504125.50,"mitochondrial carrier protein, putative",transport,,contractile vacuole
nqrD,nqrD,oxidation-reduction process,,integral component of membrane
Na(+)-translocating NADH-quinone reductase subunit D,Na(+)-translocating NADH-quinone reductase subunit D    YPO3237,,,
YPO3237,Na(+)-translocating NADH-quinone reductase subunit D YPO3237,,,
nqrD,Na(+)-translocating NADH-quinone reductase subunit D    YPO3237,,,
SNFT,"basic leucine zipper transcription factor, ATF-like 3",regulation of transcription from RNA polymerase II promoter,DNA binding,cell nucleus
MXF1_RS0121005,Hypothetical protein MXF1_RS0121005,,,
Smed_4775,Chitinase-like protein Smed_4775,,,
hypothetical protein Atu4342,Atu4342,,,
AHA_0502,AHA_0502,,,
hypothetical protein KPHS_31740,Hypothetical protein KPHS_31740,,,
Uncharacterized oxidoreductase dhs-5,Uncharacterized oxidoreductase dhs-5 CELE_F56D1.5,oxidation-reduction process,oxidoreductase activity,membrane
BN112_4644,BN112_4644,,hydrolase activity,cell outer membrane
23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN SMU_522,methylation,metal ion binding,cytoplasm
iron-sulfur binding protein CD630_18720,CD630_18720,,"4 iron, 4 sulfur cluster binding",membrane
RND family efflux transporter MFP subunit,RND family efflux transporter MFP subunit EAE_06725,transmembrane transport,transporter activity,membrane
PKNH_0320600,PKH_031890,,,cell nucleus
VF2198,Cell division protein FtsQ VF_2199,FtsZ-dependent cytokinesis,,integral component of plasma membrane
AW556981,DNA j protein b9,ubiquitin-dependent ERAD pathway,chaperone binding,endoplasmic reticulum lumen
hypothetical protein,Hypothetical protein Caur_2077,,,
ACDP,"heat shock protein Hsp20, putative",,,nuclear lumen
TcCLB.506733.100,Tc00.1047053506733.100,,,nucleolus
glr2334,glr2334,,,
ABC transporter ATP-binding protein/permease CLC_0639,ABC transporter permease/ATP-binding protein CBO0583,transmembrane transport,lipid-transporting ATPase activity,integral component of membrane
D-3-phosphoglycerate dehydrogenase CD630_09950,serA,metabolism,phosphoglycerate dehydrogenase activity,
MXAN_RS28685,EamA/RhaT family transporter MXAN_RS28685,,,membrane
uppS,LA_3294,polyprenol biosynthetic process,transferase activity,cytosol
SAS6,Spindle assembly abnormal protein 6 homolog (fragment),centriole replication,,ciliary basal body
menaquinone-specific isochorismate synthase VC1976,Menaquinone-specific isochorismate synthase VC1976,biosynthetic process,magnesium ion binding,
brain expressed X-linked 5,protein BEX5,,protein binding,cytoplasm
hypothetical protein Smed_1332,Hypothetical protein Smed_1332,,,
PET100 homolog,"protein PET100 homolog, mitochondrial",mitochondrial respiratory chain complex IV assembly,unfolded protein binding,integral component of mitochondrial inner membrane
BF2658,L-asparaginase I BF2658,cellular amino acid metabolic process,asparaginase activity,
SSUBM407_0173,PTS system lactose/cellobiose-specific family transporter subunit IIB SSUBM407_0173,phosphoenolpyruvate-dependent sugar phosphotransferase system,transferase activity,
AMED_7922,AMED_7922,,transferase activity,
cytoplasmic protein,Cytoplasmic protein VF_A0554,,"transferase activity, transferring glycosyl groups",
HSP90 family protein LA_1231,LA_1231,cellular response to DNA damage stimulus,unfolded protein binding,cytosol
UCP006173 family protein,UCP006173 family protein SO_2573,biological process,molecular function,cellular component
SPy1709,SPy_1709,,,
Kyat3,Kyat3,cellular amino acid metabolic process,cysteine-S-conjugate beta-lyase activity,cytoplasm
CIMG_13627,CIMG_13627-t26_1,,,
EgrG_001118300,expressed protein,microtubule-based movement,microtubule motor activity,cytoplasmic dynein complex
mob-4,MOB-like protein phocein,,metal ion binding,cytoplasm
enoyl-CoA hydratase BN117_3862,BN117_3862,Metabolism,catalytic activity,
Neprilysin-like 20,CG14527-PA,proteolysis,hydrolase activity,
electron-transferring flavoprotein small subunit CA_C2544,etfB,Electron transport chain,electron transfer activity,
WD repeat domain 83,mitogen-activated protein kinase organizer 1,"mRNA splicing, via spliceosome",protein binding,catalytic step 2 spliceosome
IRE1,"serine/threonine-protein kinase, unfolded protein response",response to fungicide,protein kinase activity,
undecaprenyl pyrophosphate phosphatase CLC_0378,upk1,response to antibiotic,undecaprenyl-diphosphatase activity,cell membrane
AsnC family transcriptional regulator KVU_0512,KVU_0512,"transcription, DNA-templated",DNA binding,intracellular
hypothetical protein BPSS1521,BPSS1521,,,
DmOrc3,Orc3-PB,DNA replication initiation,DNA replication origin binding,DNA replication preinitiation complex
PTS system arbutin-like transporter subunit IIBC CA_C0532,CA_C0532,carbohydrate transport,kinase activity,cell membrane
outer membrane lipoprotein intimin-like protein SO_4080,Outer membrane lipoprotein intimin-like protein SO_4080,biological process,molecular function,cellular component
pBT9727_0032,Hypothetical protein pBT9727_0032,,,
MXF1_RS0103975,MXF1_RS0103975,,,
XCC1714,folP,pteridine-containing compound metabolic process,transferase activity,cytosol
hypothetical protein VF_A0618,VF_A0618,,,integral component of membrane
hypothetical protein,VF_A0632,,,
hypothetical protein,NRG857_18350,potassium ion transport,cation transmembrane transporter activity,cell membrane
membrane protein,NGO0413,,,membrane
adenylate kinase,EAE_13010,nucleotide biosynthetic process,transferase activity,cytoplasm
Tc00.1047053506829.30,"DNA polymerase beta thumb, putative",,,cytoplasm
hypothetical protein,Hypothetical protein ECUMN_4048,,,
B3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7-like",protein glycosylation,acetylgalactosaminyltransferase activity,integral component of membrane
recO,recO,DNA recombination,,
JW3435,b3470,,,
Putative trypsin-like serine protease RSP_3242,Putative trypsin-like serine protease RSP_3242,proteolysis,serine-type peptidase activity,periplasmic space
Dmel_CG17219,CG17219,biological process,S-adenosylmethionine-dependent methyltransferase activity,cell nucleus
SF1719,Hypothetical protein SF1719,,,
SMc04383,SMc04383,,,
transcriptional regulator,acoR,"transcription, DNA-templated",ATP binding,
trcF,trcF,"transcription-coupled nucleotide-excision repair, DNA damage recognition",nucleotide binding,cytoplasm
disulfide bond formation protein B,Disulfide bond formation protein B O3K_14735,oxidation-reduction process,electron transfer activity,cell membrane
ribosomal-protein-alanine N-acetyltransferase AMED_8309,rimJ,,transferase activity,
hypothetical protein,SAOUHSC_02931,,,
MPC2,mitochondrial pyruvate carrier,mitochondrial pyruvate transport,protein binding,mitochondrion
hypothetical protein,Hypothetical protein BPSL3102,,,
Lambda phage uncharacterized protein,SO_4793,,,
hypothetical protein,SMc00492,,,integral component of membrane
zgc:109707,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",,,
hypothetical protein,BPSS0391A,,,
DNA-directed RNA polymerase omega chain RpoZ,DNA-directed RNA polymerase omega chain RpoZ BBPR_0624,"transcription, DNA-templated",nucleotidyltransferase activity,
hypothetical protein,BL0306,,RNA binding,
bsl3813 bsl3813,bsl3813,,,
D130001D01Rik,protein MTSS 1,bone mineralization,receptor binding,actin cytoskeleton
CLC_1679,Hypothetical protein CBO1654,,,
hypothetical protein DR_C0014,DR_C0014,,,
yddE,yddE,biosynthetic process,catalytic activity,
CELE_T20D4.18,"Serpentine Receptor, class AB (class A-like)",,,membrane
wu:fq41d04,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",gamma-aminobutyric acid transport,neurotransmitter binding,axon
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase BB_0767,BB_0767,carbohydrate metabolic process,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,cell membrane
MRE11,double-strand break repair protein MRE11,double-strand break repair,nuclease activity,cell nucleus
stimulated by retinoic acid gene 8,Stimulated by retinoic acid gene 8,cellular differentiation,protein binding,cytoplasm
Pet127p,Pet127p YOR017W,", ""mitochondrial RNA 5",protein binding,mitochondrial envelope
YgaA,O3K_25907,,,
BF0829,BF0829,,,
"transposase ORF A, IS1397",ECIAI39_0059,,sequence-specific DNA binding,
lmo0256,Hypothetical protein lmo0256,methylation,methyltransferase activity,cytoplasm
hypothetical protein NCgl2413,Hypothetical protein NCgl2413,,,integral component of membrane
"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase ECIAI39_0088",ECIAI39_0088,cell division,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity",cytoplasm
dnaJ,chaperone protein DnaJ,,,
PF3D7_0727100,"conserved protein, unknown function",,,apicoplast
ATP synthase F0F1 subunit alpha lpg2984,lpg2984,hydrogen ion transmembrane transport,hydrolase activity,cell membrane
CCNA_01854,GntR-family transcriptional regulator CCNA_01854,"transcription, DNA-templated",DNA binding,
CBO0739,CBO0739,Metabolism,hydrolase activity,
scl-11,SCP-Like extracellular protein,,,extracellular
hypothetical protein SDY_2024,SDY_2024,,,
PFI1115c,PFI1115c,RNA splicing,,spliceosomal complex
ABC transporter substrate-binding protein,ABC transporter substrate-binding protein bll0113,sulphur compound metabolic process,alkanesulfonate transporter activity,
XAGE1B,"X antigen family, member 1D",,protein binding,
TcCLB.508799.160,"cytochrome b5-like protein, putative",,,chromatin
hypothetical protein BPSL0483,Hypothetical protein BPSL0483,oxidation-reduction process,oxidoreductase activity,
ABC transporter,ABC transporter KVU_PB0053,amino acid transmembrane transport,hydrolase activity,
easK,AFUA_2G17980,fumigaclavine C biosynthetic process,,
hypothetical protein,BT_0177,,,
A930006H09Rik,Single-strand selective monofunctional uracil DNA glycosylase,DNA repair,single-strand selective uracil DNA N-glycosylase activity,cell nucleus
FMN reductase ECL_04953,FMN reductase ECL_04953,oxidation-reduction process,oxidoreductase activity,
EAE_10700,Hypothetical protein EAE_10700,,,
EgrG_001032700,EgrG_001032700.1,,,
rnf19b,Ring finger protein 19B,protein polyubiquitination,metal ion binding,endoplasmic reticulum membrane
im:7151335,sfxn4,,,
