transcriptional regulatory protein    MSMEG_6605,transcriptional regulatory protein MSMEG_6605,,,
LA_4349,metallopeptidase,Metabolism,hydrolase activity,cytoplasm
ECs0637,ECs0637,,,
CT_727,metal transporting ATPase,cation transport,cation-transporting ATPase activity,cell membrane
aq_1664,acetyl-CoA carboxylase biotin carboxylase subunit,metabolism,ATP binding,
Aminoimidazole riboside kinase ECL_01929,ECL_01929,phosphorylation,"phosphotransferase activity, alcohol group as acceptor",
hypothetical protein,hypothetical protein PA2750,,,
LuxR family transcriptional regulator NGR_c00930,LuxR family transcriptional regulator NGR_c00930,"regulation of transcription, DNA-templated",DNA binding,membrane
fliK,BN112_0399,bacterial-type flagellum assembly,,bacterial-type flagellum hook
HCV NS5A-binding protein 37,1600019O04Rik,Type II pneumocyte differentiation,RNA binding,endoplasmic reticulum
Mast3,mKIAA0561,intracellular signal transduction,protein serine/threonine kinase activity,intracellular
Integrase family protein AMED_7085,integrase family protein AMED_7085,DNA recombination,DNA binding,
ATP6,ATPase6,ageing,transmembrane transporter activity,mitochondrial proton-transporting ATP synthase complex
LmxM32.1250,LmxM.32.1250,RNA modification,RNA binding,cytoplasm
Replication initiation factor HMPREF0351_12808,replication initiation factor HMPREF0351_12808,translational initiation,translation initiation factor activity,
MSMEG_3953,MSMEG_3953,Metabolism,catalytic activity,
smi_1110,hypothetical protein,proteolysis,hydrolase activity,
"hypothetical protein, conserved",Tc00.1047053508949.30,biological process,molecular function,cell nucleus
EgrG_000652900.1,EgrG_000652900,,,
acetyl-CoA carboxylase biotin carboxylase subunit,acetyl-CoA carboxylase biotin carboxylase subunit,lipid metabolism,nucleotide binding,acetyl-CoA carboxylase complex
"elongation factor 1-alpha, putative",Tc00.1047053511367.360,calcium-mediated signaling,translation elongation factor activity,cytoplasm
Dual specificity phosphatase 21,Dusp21,protein localization to organelle,protein tyrosine/serine/threonine phosphatase activity,mitochondrial matrix
mannose-1-phosphate guanyltransferase beta,GDP-mannose pyrophosphorylase B,biosynthetic process,transferase activity,cytoplasm
PCHAS_010650,PCHAS_010650,porphyrin-containing compound biosynthetic process,uroporphyrinogen decarboxylase activity,apicoplast
PA0316,D-3-phosphoglycerate dehydrogenase PA0316,L-serine biosynthetic process,oxidoreductase activity,cytosol
PVX_119465,CCT2,protein folding,unfolded protein binding,chaperonin-containing T-complex
RNA polymerase sigma factor SigD    MSMEG_1599,RNA polymerase sigma factor SigD MSMEG_1599,"regulation of DNA-templated transcription, initiation",DNA binding,
EgrG_000594600.1,EgrG_000594600,,,
Hypothetical protein STY2859,STY2859,,,
lmo2175,3-ketoacyl-ACP reductase lmo2175,oxidation-reduction process,oxidoreductase activity,
lmo0820,acetyltransferase,N-terminal protein amino acid acetylation,peptide alpha-N-acetyltransferase activity,protein acetyltransferase complex
DR_0486,hypothetical protein DR_0486,,,
Hypothetical protein LSEI_2398,LSEI_2398,,,
ECs1653,hypothetical protein,,,
Glutaredoxin Psyr_4883,glutaredoxin,oxidation-reduction process,electron transfer activity,cytoplasm
Tip Of Extending FAZ protein 1,CIF1,"regulation of mitotic cytokinesis, site selection",,cell tip
DNA-binding transcriptional dual regulator ECUMN_3167,lysR,"regulation of transcription, DNA-templated",DNA binding,
NRG857_13555,NRG857_13555,oxidation-reduction process,flavin adenine dinucleotide binding,
Protein containing ALS2cr12 (ALS2CR12) signature CELE_C29F9.1,Protein containing ALS2cr12 (ALS2CR12) signature,,,
Hypothetical protein RB2021,RB2021,,,
Transport ATP-binding protein BN117_4545,BN117_4545,peptide transport,nucleotide binding,
TRNA (guanine-N(1)-)-methyltransferase LSEI_1598,trmD,tRNA modification,methyltransferase activity,cytoplasm
Rhodanese domain-containing protein lpg2838,lpg2838,,,
type III secretion protein HrpF,PSPTO1387,,,
crooked neck-like protein 1,LOC102548514,"mRNA splicing, via spliceosome",RNA binding,catalytic step 2 spliceosome
SF2103,rfbD,,,
Tc00.1047053506627.40,TcCLB.506627.40,,,kinetoplast
"Phosphotransferase system PTS, fructose-specific IIB subunit:PTS fructose IIC component Psyr_0823",Psyr_0823,phosphoenolpyruvate-dependent sugar phosphotransferase system,carbohydrate:proton symporter activity,Cell membrane
PP_1340,PP_1340,cell septum assembly,,integral component of membrane
VC1587,hypothetical protein VC1587,biological process,molecular function,cell membrane
ABC transporter Mesci_4538,ABC transporter Mesci_4538,,nucleotide binding,
Hypothetical protein Rv2164c,hypothetical protein,biological growth,,integral component of membrane
NGO1166,NGO1166,,,integral component of membrane
BF3203,BF3203,,,
CT_713,outer membrane protein B CT_713,ion transport,porin activity,membrane
DUF1624 domain-containing protein MXAN_RS17345,MXAN_3576,,,membrane
LmjF10.0130,LmjF.10.0130,,,glycosome
Hypothetical protein glr3420,glr3420,,,
trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase,trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase,uridine catabolic process,"hydrolase activity, acting on glycosyl bonds",cell nucleus
Taci_0106,Taci_0106,,,
CD630_13020,MazG-like pyrophosphohydrolase,,hydrolase activity,
Mannitol operon transcriptional antiterminator HMPREF0351_12314,mannitol operon transcriptional antiterminator HMPREF0351_12314,phosphoenolpyruvate-dependent sugar phosphotransferase system,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,
"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 2",PLANH2,fibrinolysis,peptidase inhibitor activity,Cell membrane
Hypothetical protein NGR_b14480,hypothetical protein NGR_b14480,,,
"ATPase, Na+/K+ transporting, beta 1 polypeptide",Atpb-1,positive regulation of potassium ion transmembrane transporter activity,sodium:potassium-exchanging ATPase activity,sarcolemma
Olr577,Olr577,response to stimulus,olfactory receptor activity,integral component of membrane
EgrG_000046500.2,EgG_000046500,positive regulation of MAPK cascade,MAP-kinase scaffold activity,
EgrG_000046500.2,EgrG_000046500,,,
EgrG_000046500.2,EgrG_000046500,,,
EgrG_000046500.2,EgrG_000046500,positive regulation of MAPK cascade,MAP-kinase scaffold activity,
Hypothetical protein BA_3262,hypothetical protein,,,
Keratin-associated protein 19-1,Krtap16-9,biological process,molecular function,intermediate filament
Keratin-associated protein 16-9,keratin associated protein 19-1,,,
Keratin associated protein 19-1,keratin associated protein 19-1,,,
Keratin associated protein 19-1,Krtap16-9,,,
CG33821 gene product from transcript CG33821-RA Dmel_CG33821,CG33830 gene product from transcript CG33830-RA,nucleosome assembly,protein binding,RCAF complex
CBO1472,CBO1472,aromatic amino acid family biosynthetic process,3-deoxy-8-phosphooctulonate synthase activity,
Contactin rig-6 CELE_C33F10.5,CELE_C33F10.5,motor neuron axon guidance,protein binding involved in cell-cell adhesion,cell junction
TTHA1040,cation efflux protein TTHA1040,transmembrane transport,cation transmembrane transporter activity,Cell membrane
DNA-directed RNA polymerase subunit beta lpg0322,lpg0322,"transcription, DNA-templated",DNA binding,
serum inhibited-related protein,KAT8 regulatory NSL complex subunit 3,chromatin organization,histone acetyltransferase activity (H4-K8 specific),intracellular membrane-bounded organelle
CT0711,hypothetical protein,,,integral component of membrane
BC0150,BC0150,protein biosynthesis,rRNA binding,intracellular
Hydrolase smi_1352,hydrolase,metabolism,hydrolase activity,
Cytochrome P450 monooxygenase,CYP68L2,,,
thrB,homoserine kinase MSMEG_4955,threonine biosynthetic process,transferase activity,cytoplasm
Hypothetical protein Atu0868,Atu0868,,,
16S rRNA methyltransferase GidB BC5484,16S rRNA methyltransferase GidB,rRNA processing,transferase activity,cytosol
P-loop ATPase protein family Bfae_07730,P-loop ATPase protein family,,,
MCRS2,P78,histone H4-K8 acetylation,poly(U) RNA binding,NSL complex
Ribonuclease H-related protein BF0231,BF0231,nucleic acid phosphodiester bond hydrolysis,nucleic acid binding,cytoplasm
paternally-expressed gene 3 protein,Peg3,regulation of gene expression,nucleic acid binding,autophagosome
PF13_0087,GCD14,tRNA methylation,tRNA (adenine-N1-)-methyltransferase activity,tRNA (m1A) methyltransferase complex
CTP synthetase Caur_1122,pyrG,glutamine metabolic process,ligase activity,cytosol
Hypothetical protein smi_0729,hypothetical protein,,,
ECL_B077,putative pilus assembly protein ECL_B077,,,
LmjF28.1930,LmjF28.1930,cellular zinc ion homeostasis,zinc ion transmembrane transporter activity,cytoplasm
RB5217,hypothetical protein,,,
valS,valine--tRNA ligase,aminoacyl-tRNA metabolism involved in translational fidelity,aminoacyl-tRNA ligase activity,cytoplasm
alaS,LSL_1111,tRNA aminoacylation,RNA binding,cytoplasm
Hypothetical protein BPSS0283,BPSS0283,,,membrane
Putative DNA-binding protein RSP_2234,RSP_2234,DNA repair,catalytic activity,
CCNA_00364,CCNA_00364,peptidyl-lysine modification to peptidyl-hypusine,"transferase activity, transferring alkyl or aryl (other than methyl) groups",
VP3028,ccrB,inorganic anion transport,inorganic anion transmembrane transporter activity,cell membrane
PSPTO_3676,PSPTO_3676,"regulation of transcription, DNA-templated",molecular function,cellular component
sucA,2-oxoglutarate dehydrogenase E1 component EAE_14170,citric acid cycle,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",
MBDin,Gpn1,,hydrolase activity,cytosol
MSMEG_2940,MSMEG_2940,"transcription, DNA-templated",DNA binding,cytoplasm
SMa1291,SMa1291,proteolysis,peptidase activity,
BadM/Rrf2 family transcriptional regulator Moth_2094,BadM/Rrf2 family transcriptional regulator,,DNA binding,
Hypothetical protein BPSS1606,hypothetical protein,,,
PNEJI1_000608-t26_1,PNEJI1_000608,,,
GSU3070,GSU3070,FtsZ-dependent cytokinesis,transferase activity,integral component of plasma membrane
sgcA,sgcA,,,
Hypothetical protein MAB_0697,MAB_0697,purine nucleotide biosynthetic process,,cytoplasm
"kinesin heavy chain, putative",Tc00.1047053503805.3,microtubule-based movement,microtubule motor activity,kinesin complex
"Ribose 1,5-bisphosphokinase NRG857_20540",NRG857_20540,carbohydrate phosphorylation,transferase activity,
BT9727_0589,BT9727_0589,,,
DNA adenine methylase VP2742,DNA adenine methylase VP2742,DNA methylation on adenine,methyltransferase activity,
VP2078,VP2078,,ATP binding,
Rv0728c,D-3-phosphoglycerate dehydrogenase SerA,Metabolism,phosphoglycerate dehydrogenase activity,cytosol
Hypothetical protein gsr1633,hypothetical protein gsr1633,,,
VF_A0391,ABC transporter amino acid-binding protein VF_A0391,,,
LinJ13_V3.1430,LinJ13_V3.1430,citrate transport,,Cell membrane
Hypothetical protein NRG857_15465,hypothetical protein NRG857_15465,,,
hypothetical protein,EgG_000650600,,,membrane
ECL_01219,hypothetical protein,,,integral component of membrane
Thiazole synthase RB4651,RB4651,thiamine biosynthetic process,catalytic activity,cytoplasm
Ifih1,MDA5,positive regulation of response to cytokine stimulus,hydrolase activity,cytoplasm
e(y)1,p42,"transcription, DNA-templated",RNA polymerase II general transcription initiation factor activity,transcription factor TFIID complex
Hypothetical protein NGR_c21390,NGR_c21390,,carbohydrate binding,
Aspartate-semialdehyde dehydrogenase LSL_0313,aspartate-semialdehyde dehydrogenase LSL_0313,oxidation-reduction process,oxidoreductase activity,cytoplasm
Hypothetical protein TTHA0556,hypothetical protein TTHA0556,menaquinone biosynthetic process,hydrolase activity,
Mesci_2302,hypothetical protein,,,integral component of membrane
Hypothetical protein Psyr_1926,Psyr_1926,,,
Hypothetical protein XCC0256,hypothetical protein XCC0256,mercury ion transport,mercury ion transmembrane transporter activity,membrane
BB_O33,BB_O33,,,
Non-ribosomal peptide synthetase AMED_4800,non-ribosomal peptide synthetase,biosynthetic process,"hydrolase activity, acting on ester bonds",
STAS domain-containing protein SAOUHSC_02300,STAS domain-containing protein SAOUHSC_02300,"positive regulation of transcription, DNA-templated",anti-sigma factor antagonist activity,
MSMEG_5336,amidate substrates transporter protein,transport,,membrane
Outer membrane channel protein RB149,outer membrane channel protein,transmembrane transport,efflux transmembrane transporter activity,integral component of membrane
clec-143,CELE_ZK673.9,,Carbohydrate binding,
THEYE_A0468,galE,galactose catabolic process,UDP-glucose 4-epimerase activity,cytosol
Hypothetical protein ECs4561,hypothetical protein ECs4561,,,
Psyr_4371,DedA:phosphoesterase Psyr_4371,,,integral component of membrane
b0427,ECK0421,,,
gll4169,cation efflux system protein CzcD-like protein,cation transport,cation transmembrane transporter activity,membrane
BT9727_2403,hypothetical protein,,,membrane
gll3163,hypothetical protein,,,
KVU_1905,hypothetical protein KVU_1905,,,
Bfae_08320,Bfae_08320,phosphorylation,kinase activity,
Hypothetical protein YE3036,hypothetical protein,,,
PNEJI1_002922-t26_1,PNEJI1_111,,,
F0F1 ATP synthase subunit B Smed_0450,F0F1 ATP synthase subunit B,ATP synthesis coupled proton transport,"proton-transporting ATP synthase activity, rotational mechanism",membrane
licA,BSU38570,carbohydrate transport,transferase activity,cytoplasm
Flavohemoprotein STY2803,STY2803,,,
ATP-binding cassette sub-family C member 12,4930467B22Rik,transmembrane transport,nucleotide binding,membrane
Major facilitator transporter BT9727_4773,BT9727_4773,transmembrane transport,transporter activity,integral component of membrane
"1,4-dihydroxy-2-naphthoate octaprenyltransferase ECUMN_4460","1,4-dihydroxy-2-naphthoate octaprenyltransferase ECUMN_4460",menaquinone biosynthetic process,"transferase activity, transferring alkyl or aryl (other than methyl) groups",cell membrane
ABC transporter ATP-binding protein CCNA_02173,CCNA_02173,,ATP binding,
Tc00.1047053508465.120,Tc00.1047053508465.120,,SNAP receptor activity,integral component of membrane
BMA1081,BMA1081,,,
HFLC protein (hflC) RP123,HFLC protein (hflC) RP123,regulation of peptidase activity,,integral component of membrane
AMED_7777,F-type H+-transporting ATPase subunit alpha AMED_7777,ATP synthesis coupled proton transport,adenyl ribonucleotide binding,Cell membrane
ammonium transporter,CNJ01880,ammonium transmembrane transport,ammonium transmembrane transporter activity,membrane
EAE_03205,murein transglycosylase C,cell wall organization,lyase activity,membrane
Gm11937,Gm11937,biological process,molecular function,keratin filament
BT9727_0842,BT9727_0842,DNA metabolic process,Type II site-specific deoxyribonuclease activity,
Magoh,Mos2,mRNA processing,RNA binding,cell nucleus
Hypothetical protein CT1692,hypothetical protein,,nucleic acid binding,
DNA polymerase IV RSP_1400,DNA polymerase IV RSP_1400,DNA-dependent DNA replication,metal ion binding,cytoplasm
NGR_c03880,"NTP pyrophosphohydrolase protein, MuT/nudix family",,hydrolase activity,
CPn0488,HIT family hydrolase,,,
acbp-4,CELE_F56C9.5,,fatty-acyl-CoA binding,
carbonic anyhydrase 12,Car12,chloride ion homeostasis,carbonate dehydratase activity,membrane
O3K_04390,hypothetical protein O3K_04390,,,
ECIAI39_2052,ycfP,,,
LmjF33.0420,POMP21,protein targeting to mitochondrion,,mitochondrial outer membrane translocase complex
Hypothetical protein BT9727_2141,hypothetical protein,,,
CDC6-related protein,HsCDC6,positive regulation of cyclin-dependent protein serine/threonine kinase activity,DNA replication origin binding,cell nucleus
7-cyano-7-deazaguanine reductase SMc02723,SMc02723,queuosine biosynthetic process,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor",cytoplasm
pobA,BB253_4127,oxidation-reduction process,"2 iron, 2 sulfur cluster binding",
SsDNA-specific exonuclease RecJ CD630_27460,CD630_27460,DNA repair,hydrolase activity,
PA3318,hypothetical protein PA3318,,,
Putative pheromone processing carboxypeptidase,cp5,,,fungal-type cell wall
"Serpentine Receptor, class X CELE_F59B1.7",srx-41,,,membrane
Moth_0309,Moth_0309,,nucleotide binding,membrane
SF1146,terminase of prophage CP-933C SF1146,,,
"cadherin 5, type 2, VE-cadherin (vascular epithelium)",CDH5,negative regulation of cell proliferation,calcium ion binding,cell membrane
Acetyl-CoA acetyltransferase AMED_3836,acetyl-CoA acetyltransferase,metabolism,catalytic activity,
XCC4063,cytochrome C biogenesis protein XCC4063,cell redox homeostasis,oxidoreductase activity,
yaeJ,yaeJ,,,
dithiobiotin synthetase,dithiobiotin synthetase HI1445,biotin biosynthetic process,dethiobiotin synthase activity,cytoplasm
"bloodthirsty-related gene family, member 12",btr12,,metal ion binding,intracellular
Adenylyl-sulfate kinase SCO6099,adenylyl-sulfate kinase,sulfate assimilation,ATP binding,
hypothetical protein,hypothetical protein,,,
Hypothetical protein SCO6882,hypothetical protein SCO6882,,,
resD,two-component response regulator ResD lmo1948,"transcription, DNA-templated",transcription regulatory region sequence-specific DNA binding,intracellular
EgrG_000799600.1,EgrG_000799600,,,transcriptional repressor complex
EF2187,"IS256, transposase","transposition, DNA-mediated",DNA binding,
Hypothetical protein Smed_2143,hypothetical protein Smed_2143,,catalytic activity,
Hemagglutinin-like protein THEYE_A1502,THEYE_A1502,protein secretion by the type II secretion system,,membrane
Aminotransferase blr0373,aminotransferase blr0373,"glycine biosynthetic process, by transamination of glyoxylate",transaminase activity,peroxisome
Capsular polysaccharide biosynthesis protein PSPTO_3450,capsular polysaccharide biosynthesis protein PSPTO_3450,polysaccharide transport,polysaccharide transmembrane transporter activity,membrane
Membrane-attached superoxide dismutase BPSL1001,membrane-attached superoxide dismutase,superoxide metabolic process,metal ion binding,membrane
Hypothetical protein PP_2252,PP_2252,,,
SO_2989,Lambda phage transcriptional repressor of early genes Cro,,sequence-specific DNA binding,
T23F1.5,hypothetical protein,cuticle development,,membrane
RP497,hypothetical protein,"regulation of transcription, DNA-templated",sequence-specific DNA binding,
dtd,HMPREF0351_12438,D-amino acid catabolic process,RNA binding,cytoplasm
Psyr_2216,hypothetical protein Psyr_2216,,,
"Tim10/DDP family zinc finger, putative",LinJ.22.0140,,,cytoplasm
snk-PB,c-SP26,dorsal/ventral axis specification,serine-type endopeptidase activity,extracellular region
PVX_082555,PVP01_1222200,,methyltransferase activity,
CG30109,CG30109,biological process,molecular function,mitochondrial intermembrane space
RSP_0021,RSP_0021,protein biosynthesis,structural constituent of ribosome,ribosome
3-(3-hydroxy-phenyl)propionate transporter MhpT Psyr_2731,Psyr_2731,transmembrane transport,transporter activity,membrane
CCNA_02376,hypothetical protein,,,
ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,terpenoid biosynthetic process,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity,
EgrG_000217800.1,EgrG_000217800,,,membrane
CBO0727,hypothetical protein,metabolism,methyltransferase activity,
T16G12.8,CELE_T16G12.8,,,integral component of membrane
sucB,SMb20019,Metabolism,transferase activity,
Protein gfi-3,Protein gfi-3,positive regulation of mitotic metaphase/anaphase transition,ubiquitin protein ligase activity,anaphase-promoting complex
BMA1283,BMA1283,,,
Hypothetical protein CA_C3265,hypothetical protein,,,integral component of membrane
Hypothetical protein RB369,RB369,,,
AP-2 Transcription Factor family CELE_F28C6.1,CELE_F28C6.1,regulation of transcription from RNA polymerase II promoter,RNA polymerase II regulatory region sequence-specific DNA binding,cell nucleus
CT1852,CT1852,,,
Hypothetical protein SAG1022,hypothetical protein,,,
"serine peptidase clan SF, family S26B, putative",Tc00.1047053510965.20,signal peptide processing,serine-type peptidase activity,mitochondrion
PKH_100780,PKH_100780,,GTP binding,
EgrG_000156900.1,EgG_000156900,protein transport,metal ion binding,TIM22 mitochondrial import inner membrane insertion complex
Rv1608c,peroxiredoxin Rv1608c,cellular oxidant detoxification,thioredoxin peroxidase activity,cytoplasm
Hypothetical protein EAE_22865,hypothetical protein EAE_22865,"regulation of transcription, DNA-templated",DNA binding,cytoplasm
Hypothetical protein ECUMN_3537,hypothetical protein,,,
STY2856,bifunctional chorismate mutase/prephenate dehydrogenase,,,
EF2248,hypothetical protein,cell adhesion,,cell wall
High-affinity choline transport protein BP0804,high-affinity choline transport protein BP0804,transmembrane transport,transmembrane transporter activity,cell membrane
maa,VF_1337,,"transferase activity, transferring acyl groups",
antitoxin endoAI,antitoxin endoAI,"regulation of transcription, DNA-templated",,
DegT/DnrJ/EryC1/StrS aminotransferase Rru_A0933,Rru_A0933,,catalytic activity,
Hypothetical protein DVU1301,hypothetical protein DVU1301,,,
MXAN_RS23300,response regulator,phosphorelay signal transduction system,,intracellular
"Phosphorylated CTD interacting factor 1 WW domain containing protein, putative",LbrM24_V2.2080,,,cell nucleus
Rv2251,flavoprotein,oxidation-reduction process,catalytic activity,
F-box B protein,fbxb-3,,,
ferric uptake regulation protein    MSMEG_4487,ferric uptake regulation protein MSMEG_4487,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,
Two-component response regulator ycbL BC4539,two-component response regulator ycbL BC4539,"transcription, DNA-templated","bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding",protein-DNA complex
Hypothetical protein Atu0761,hypothetical protein,,,integral component of membrane
MXAN_6249,cyclic nucleotide-binding domain-containing protein,,,
L-lactate permease BT9727_0521,L-lactate permease BT9727_0521,lactate transmembrane transport,lactate transmembrane transporter activity,integral component of plasma membrane
Caur_0111,hypothetical protein Caur_0111,,,
serine/threonine-protein kinase PknD    Rv0931c,serine/threonine-protein kinase PknD Rv0931c,phosphorylation,,integral component of membrane
gatY,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",,,
GSU0675,hypothetical protein,biological process,molecular function,cellular component
BL1368,BL1368,cell division,DNA binding,cytoplasm
"Membrane-bound protease, CAAX family lp_0300",lp_0300,proteolysis,peptidase activity,integral component of membrane
MSMEG_2278,membrane-bound oxidoreductase,nitrate assimilation,oxidoreductase activity,integral component of membrane
Lipoprotein LpqN Rv0583c,lpqN,,,cell wall
STM3242,tdcD,phosphorylation,ATP binding,intracellular
EAE_06345,EAE_06345,,transferase activity,
5-(carboxyamino)imidazole ribonucleotide synthase ECIAI39_0485,purK,purine nucleotide biosynthetic process,metal ion binding,
2-dehydro-3-deoxygluconokinase CCNA_01563,2-dehydro-3-deoxygluconokinase,carbohydrate phosphorylation,2-dehydro-3-deoxygluconokinase activity,
BBPR_1620,BBPR_1620,DNA integration,transposase activity,
Protein HemY b3802,ECK3796,,,
yjhD,hypothetical protein ECIAI39_4749,,,
Hypothetical protein BA_1913,BA_1913,,,
TDE1853,hypothetical protein,,,
"Abhydrolase domain containing 4, N-acyl phospholipase B",Abhd4,lipid homeostasis,carboxylic ester hydrolase activity,lipid droplet
"dual specificity phosphatase, putative",TcCLB.510311.40,,,cytoplasm
Rhomboid family protein Dtur_1335,Dtur_1335,proteolysis,endopeptidase activity,integral component of membrane
Binding-protein-dependent transport system inner membrane protein NGR_c33070,NGR_c33070,transmembrane transport,,integral component of membrane
ECIAI39_2614,hypothetical protein ECIAI39_2614,,,membrane
ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Pc1,regulation of bone mineralization,zinc ion binding,Cell membrane
PK10_2660c,PKNH_0610400,,,cytosol
developmental arteries and neural crest EGF-like protein,HNARMD,elastic fiber assembly,integrin binding,extracellular exosome
Zinc finger protein 770,znf770,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,cell nucleus
Histidine/lysine/arginine/ornithine transporter subunit VF_1585,histidine/lysine/arginine/ornithine transporter subunit,transmembrane transport,transmembrane transporter activity,Cell membrane
ctc,CPn0949,,,
SAOUHSC_01146,phospho-N-acetylmuramoyl-pentapeptide-transferase SAOUHSC_01146,cell division,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,cell membrane
THEYE_A1997,competence/damage-inducible protein CinA domain-containg protein THEYE_A1997,,,
STY4896,DNA replication protein STY4896,,,
BPSS0057,BPSS0057,"regulation of transcription, DNA-templated",sigma factor activity,
PB000162.02.0,PBANKA_050490,,N-acetyltransferase activity,
BT9727_4207,hypothetical protein,,,
Hypothetical protein gll0428,hypothetical protein gll0428,,structural molecule activity,
EgG_000973700,EgG_000973700,mRNA cleavage,zinc ion binding,nucleolus
VF_2184,nadC,pyridine nucleotide biosynthetic process,catalytic activity,
Aminopeptidase C LSEI_2328,aminopeptidase C,proteolysis,cysteine-type endopeptidase activity,
PC301505.00.0,GEST,exit from host cell,,cell surface
CC_0605,hypothetical protein CC_0605,,,
rpmB,BAS3709,,,
HMPREF0351_11091,ferric (Fe) uptake regulator HMPREF0351_11091,"regulation of transcription, DNA-templated",DNA binding,
Rru_A2175,oligopeptide/dipeptide ABC transporter ATP-binding protein-like protein Rru_A2175,peptide transport,ATP binding,
CD630_28410,amidohydrolase CD630_28410,metabolism,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",
CA_C0837,spermidine/putrescine ABC transporter substrate-binding protein CA_C0837,polyamine transport,polyamine binding,periplasmic space
rpsJ,30S ribosomal protein S10 HMPREF0421_21284,protein biosynthesis,tRNA binding,ribosome
GMC-type oxidoreductase NGR_a02320,NGR_a02320,oxidation-reduction process,"oxidoreductase activity, acting on CH-OH group of donors",
EAE_15410,putative secretion protein HlyD,protein secretion,,Cell membrane
Tc00.1047053510359.50,TcCLB.510359.50,biological process,molecular function,cellular component
CG10496 gene product from transcript CG10496-RA,TAF1C-like,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,protein binding,nucleolus
Amidophosphoribosyltransferase Atu1075,purF,purine nucleotide biosynthetic process,amidophosphoribosyltransferase activity,
Asparaginase CC_0576,asparaginase CC_0576,,hydrolase activity,
