SDY_2258,plasmid stabilization protein SDY_2258,,,
zyg-1,CELE_F59E12.2,cell cycle,ATP binding,microtubule organizing center
CYB5A,CYB5,electron transport chain,cytochrome-c oxidase activity,cytoplasm
Cysteine PRotease related CELE_F36D3.9,cpr-2,proteolysis involved in cellular protein catabolic process,cysteine-type peptidase activity,extracellular
brain link protein 2,hyaluronan and proteoglycan link protein 4,central nervous system development,hyaluronic acid binding,extracellular region
PK10_0420c,NOT5,"regulation of transcription, DNA-templated",,cell nucleus
transporter,blr7959,transmembrane transport,transmembrane transporter activity,cell membrane
"tetQ family GTPase, putative",PVX_100720,,GTPase activity,
Hypothetical protein FTT_0887c,hypothetical protein FTT_0887c,,,
CBO0284,rrf2 family protein,,,
ATP phosphoribosyltransferase catalytic subunit DR_1445,hisG,cellular amino acid biosynthetic process,"transferase activity, transferring glycosyl groups",cytoplasm
Smed_5982,hypothetical protein Smed_5982,,,
PTS system ascorbate-specific transporter subunit IIC BBPR_0032,BBPR_0032,phosphoenolpyruvate-dependent sugar phosphotransferase system,,integral component of membrane
MXF1_RS0128880,MXF1_RS0128880,,,
ECL_03113,iron-enterobactin transporter ATP-binding protein ECL_03113,,ATPase activity,
Hypothetical protein SMU_1116c,hypothetical protein,,,membrane
Allantoicase BMA2460,BMA2460,purine nucleobase metabolic process,hydrolase activity,
hypothetical protein,hypothetical protein,,,
Pilus retraction protein PilT NGO1908,NGO1908,transport,ATP binding,
enhA,lpg0704,,transferase activity,
foxj1a,id:ibd5134,,,
shoB,ryfB,,,
Vancomycin-resistant virulence factor HMPREF0351_12844,vancomycin-resistant virulence factor,,,
Preprotein translocase subunit SecG MXAN_RS13660,preprotein translocase subunit SecG,protein secretion,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,cell membrane
SE0835,hypothetical protein SE0835,toxin biosynthetic process,,integral component of membrane
"ABC nitrate/sulfonate/bicarbonate family transporter, inner membrane subunit BDGL_000623",BDGL_000623,transmembrane transport,,integral component of membrane
Hypothetical protein BDGL_001407,hypothetical protein,,,integral component of membrane
PB1 domain-containing protein,human TFG related,ER to Golgi vesicle-mediated transport,protein binding,endoplasmic reticulum exit site
Psyr_0864,hypothetical protein,,,
Major facilitator superfamily transporter AMED_2535,major facilitator superfamily transporter AMED_2535,transmembrane transport,,membrane
Hypothetical protein SF4344,hypothetical protein SF4344,,,
AtsA/ElaC family protein SAOUHSC_01598,AtsA/ElaC family protein,", ""tRNA 3","-phosphomonoesters"", ""endoribonuclease activity, producing 5",
Oligopeptide transporter ATP-binding protein YE2229,oppF,peptide transport,ATPase activity,
"Lsm7p protein, putative",LinJ.26.0010,RNA metabolic process,,P-body
Dipeptidase BN112_4462,BB253_4462,proteolysis,dipeptidase activity,
TDE2033,"ISTde1, transposase TDE0039",DNA integration,DNA binding,
uraA,uraA,,,
F58H1.5,F58H1.5,,,membrane
hslU,hslU,protein unfolding,peptidase activity,HslUV protease complex
hypothetical protein,EgrG_000829000,,,integral component of membrane
Probable histone-lysine N-methyltransferase set-23,CELE_Y41D4B.12,chromatin organization,metal ion binding,cell nucleus
glnA,glnA,nitrogen fixation,ligase activity,cytoplasm
Short-chain dehydrogenase/reductase SDR ECL_04866,short-chain dehydrogenase/reductase SDR ECL_04866,,,
Glutamine synthase DR_2033,glutamine synthase,nitrogen compound metabolic process,glutamate-ammonia ligase activity,
dipeptidyl transferase,DPPI,positive regulation of microglial cell activation,peptidase activity,lysosome
Oxysterol binding protein-like 11,oxysterol binding protein-like 11,positive regulation of sequestering of triglyceride,sterol transporter activity,cytosol
Hypothetical protein CELE_F36A4.4,Uncharacterized protein,,,
Thioredoxin NCgl2985,NCgl2985,oxidation-reduction process,protein disulfide oxidoreductase activity,
Pectinesterase ECs0800,ECs0800,,,
BN112_3113,thiamine biosynthesis protein BN112_3113,thiamine diphosphate biosynthetic process,carbon-carbon lyase activity,
uvrD,uvrD,DNA duplex unwinding,helicase activity,
KPHS_43770,"putative superoxide dismutase, iron",,,
BA_2278,BA_2278,,,
Amino acid permease Moth_1345,Moth_1345,transmembrane transport,transmembrane transporter activity,membrane
Phosphocarrier protein HPr FN1794,phosphocarrier protein HPr,phosphoenolpyruvate-dependent sugar phosphotransferase system,protein serine/threonine kinase activity,cytoplasm
CCNA_01732,DNA repair protein RadA CCNA_01732,DNA repair,nucleotide binding,
EgrG_001130100.1,EgrG_001130100,,,
lp_1685,LysR family transcriptional regulator lp_1685,"regulation of transcription, DNA-templated",DNA binding,
"RNA editing complex protein MP61, putative",Tc00.1047053506679.210,mRNA modification,ribonuclease III activity,mitochondrial mRNA editing complex
Hypothetical protein LSL_0778,hypothetical protein,,,
Fam120c,"family with sequence similarity 120, member C",biological process,RNA binding,cell nucleus
nrdR,BT9727_4311,"regulation of transcription, DNA-templated",nucleotide binding,
BU464,Dxs protein BU464,metabolism,1-deoxy-D-xylulose-5-phosphate synthase activity,
Fumarate reductase subunit C O3K_22870,O3K_22870,,,cell membrane
NGR_c08410,NGR_c08410,,,
DVU0246,pyruvate phosphate dikinase PEP/pyruvate binding subunit DVU0246,phosphorylation,ATP binding,
ECs1089,transposase ECs1209,,,
Hypothetical protein PA2860,hypothetical protein PA2860,,,
TRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA DR_0027,DR_0027,tRNA methylation,flavin adenine dinucleotide binding,cytoplasm
HMPREF0351_10126,short-chain dehydrogenase,oxidation-reduction process,oxidoreductase activity,
csaB,BA_0884,,,
butyrophilin 2,"butyrophilin, subfamily 2, member A2",negative regulation of T cell receptor signaling pathway,receptor binding,integral component of membrane
DR_2096,DR_2096,signal peptide processing,peptidase activity,integral component of membrane
Hypothetical protein SDY_1487,hypothetical protein SDY_1487,carbohydrate metabolic process,carbohydrate binding,
unspecified product,PNEJI1_002201,,,
SSA_1549,SSA_1549,,,integral component of membrane
Atu0758,"molecular chaperone, DnaJ family",protein folding,unfolded protein binding,
"hypothetical protein, conserved",LinJ14_V3.0160,,,cell nucleus
Sugar transport system ATP-binding protein YE2608,YE2608,carbohydrate transport,ATPase activity,
transcriptional regulator,transcriptional regulator,,DNA binding,
Prevent-host-death family protein Caur_3119,Caur_3119,,,
GABA(A) receptor subunit theta,GABRQ,nervous system process,ion channel activity,cell membrane
Hypothetical protein VF_2003,hypothetical protein VF_2003,,,
LysR family transcriptional regulator BN112_0343,BB253_0343,"transcription, DNA-templated",DNA binding,
Innexin-17,CELE_R12E2.4,biological process,gap junction hemi-channel activity,Cell membrane
Tc00.1047053510311.130,TcCLB.510311.130,DNA repair,DNA helicase activity,nucleoplasm
XCC3430,hypothetical protein,,,integral component of membrane
vomeronasal 1 receptor 198,V1ri3,signal transduction,signal transducer activity,cell membrane
Putative RNA methyltransferase NRG857_22270,putative RNA methyltransferase,tRNA processing,methyltransferase activity,cytoplasm
engB,BSU28190,cell division,GTP binding,cytosol
L0053,anthranilate synthase component II L0053,metabolism,anthranilate synthase activity,
Phosphoribosylaminoimidazolesuccinocarboxamide synthase Smed_1498,Smed_1498,Cobalamin biosynthesis,ligase activity,
2-nitropropane dioxygenase NPD Smed_5538,Smed_5538,oxidation-reduction process,nitronate monooxygenase activity,
Stage II sporulation protein Q BC5283,BC5283,,,integral component of membrane
YE4158,YE4158,transmembrane transport,,membrane
SAM domain-containing protein 7,sterile alpha motif domain containing 7,negative regulation of gene expression,,cytoplasm
